ID,English,French,MSA,POS,EasyCODA,EasyRegion,EasyEasinessScore,MediumCODA,MediumRegion,MediumEasinessScore,HardCODA,HardRegion,HardEasinessScore
541,nineteenth,dix-neuvième,ال+ تاسِع عَشَر,NUM,التاسع عشر,"Morocco+Algeria, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",200,التسعتعش,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,تسعتعشر,Egypt+Sudan,50
571,about,environ,حَوالَي,NOUN,حوالي,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,في حدود,Egypt+Sudan,150,هاكاك,Morocco+Algeria,50
573,across,de l' autre côté,فِي ال+ جانِب ال+ آخَر,ADJ,مقابل,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",250,بالجهة الثانية,"Syria+Lebanon+Jordan+Palestine, Iraq",150,بالصفحة الثانية,Iraq,50
576,along,au long,عَلَى طُول,NOUN,على طول,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1300,سيدا,Qatar+Saudi+Oman+Yemen,150,دغري,Qatar+Saudi+Oman+Yemen,50
579,then,ensuite,ثُمَّ,CCONJ,بعدين,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,ابري,Morocco+Algeria,150,اومبعد,Morocco+Algeria,50
580,another,autre,آخَر,ADJ,آخر,"Tunisia+Libya, Morocco+Algeria",1250,كمان,Qatar+Saudi+Oman+Yemen,150,راخر,Egypt+Sudan,50
582,as,comme,كَ+,ADP,ك+,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1300,كنه,Qatar+Saudi+Oman+Yemen,100,سع,Qatar+Saudi+Oman+Yemen,50
584,at,chez,عِنْد,NOUN,عند,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,حذا,Tunisia+Libya,150,بحذا,Tunisia+Libya,50
585,because,parce que,لِ+ أَنَّ,SCONJ,عشان,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,حيت,Morocco+Algeria,150,مشان,Syria+Lebanon+Jordan+Palestine,50
588,beside,près,جِوار,NOUN,جنب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,اكوتي,Morocco+Algeria,150,بحذا,Tunisia+Libya,50
590,but,mais,لٰكِنْ,CCONJ,لكن,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,اللهم ان,Qatar+Saudi+Oman+Yemen,100,بصح,Morocco+Algeria,50
592,during,pendant,خِلال,NOUN,خلال,"Egypt+Sudan, Iraq, Tunisia+Libya, Morocco+Algeria",1300,بين ما,Qatar+Saudi+Oman+Yemen,100,فوقت,Morocco+Algeria,50
601,like,comme,مِثْل,NOUN,مثل,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1250,شبه,Qatar+Saudi+Oman+Yemen,150,سع,Qatar+Saudi+Oman+Yemen,50
602,near,près,قُرْب,NOUN,قرب,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",1250,اكوتي,Morocco+Algeria,150,بحذا,Tunisia+Libya,50
604,no,non,كَلّا,INTJ,لا,"Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Tunisia+Libya",300,ما شي,Qatar+Saudi+Oman+Yemen,100,لع,Iraq,50
606,take off,baisser le prix,خَصَم,NOUN,خصم,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",1300,رخص,Syria+Lebanon+Jordan+Palestine,150,هبط السومة,Morocco+Algeria,50
611,"plus , in addition to",en plus de,إِضافَة إِلَى,ADP,كمان,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",200,وكمان,Egypt+Sudan,150,ازيد بزيادة,Morocco+Algeria,50
613,some,"du , quelque",بَعْض,NOUN,بعض,"Iraq, Qatar+Saudi+Oman+Yemen",1200,حبة,Egypt+Sudan,150,كالك,Morocco+Algeria,50
616,"go through , cross",passer,عَبَر,VERB,عبر,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1250,تعدى,Tunisia+Libya,150,داز,Morocco+Algeria,50
617,"till , until",jusque,حَتَّى,ADP,حتى,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1300,لعند,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",150,لحتى,Syria+Lebanon+Jordan+Palestine,50
619,toward,vers,ٱِتِّجاه,NOUN,اتجاه,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",250,جيهة,Tunisia+Libya,150,بجهة,Syria+Lebanon+Jordan+Palestine,50
622,while,pendant,أَثْناءَ,NOUN,اثناء,"Iraq, Egypt+Sudan",1250,ف+,Morocco+Algeria,100,بوندون,Morocco+Algeria,0
624,within,dans,فِي حُدود,NOUN,في حدود,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1200,بحدود,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",150,فحد,Morocco+Algeria,50
628,mine,"le mien , la mienne , les miens , les miennes",لِ +ي,PRON,لي,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Tunisia+Libya",1300,بتاعي,"Egypt+Sudan, Tunisia+Libya",150,مالتي,Iraq,50
635,our,nôtre,لَ +نا,PRON,لنا,"Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",300,تبعنا,Qatar+Saudi+Oman+Yemen,150,بتاعنا,Tunisia+Libya,50
636,ourselves,nous-même,أنْفُسِ +نا,PRON,نفسنا,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",300,ذاتنا,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",150,بروحنا,Qatar+Saudi+Oman+Yemen,50
641,yours,"le tien , la tienne , les tiens , les tiennes",لَ +كَ,PRON,لك,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,مالك,Qatar+Saudi+Oman+Yemen,150,تاعك,Morocco+Algeria,50
643,you,tu,أَنْتِ,PRON,انتي,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",1300,نتن,Qatar+Saudi+Oman+Yemen,100,نتيه,Qatar+Saudi+Oman+Yemen,50
647,yours,"le tien , la tienne , les tiens , les tiennes",لَ +كِ,PRON,الك,"Syria+Lebanon+Jordan+Palestine, Iraq",250,الكي,Syria+Lebanon+Jordan+Palestine,150,تاعك,Morocco+Algeria,50
648,yourself,toi-même,نَفْس +كِ,PRON,نفسك,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Iraq",300,نفسكي,Syria+Lebanon+Jordan+Palestine,150,روحش,Qatar+Saudi+Oman+Yemen,50
649,you,vous,أَنْتُما,PRON,انتم,"Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",1250,انتم الاثنين,Tunisia+Libya,150,ثنينكم,Iraq,50
652,yours,"la vôtre , le vôtre , les vôtres",لَ +كُما,PRON,لكم,"Morocco+Algeria, Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",300,مالكم,Qatar+Saudi+Oman+Yemen,150,تاعكم,Morocco+Algeria,50
653,yourself,vous-même,نَفْس +كُما,PRON,نفسكم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",300,روحكم,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",150,بايدكم,Tunisia+Libya,50
657,yours,"la vôtre , le vôtre , les vôtres",لَ +كُم,PRON,لكم,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,مالكم,Iraq,150,تاعكم,Morocco+Algeria,50
658,yourself,vous-même,نَفْس +كُم,PRON,نفسكم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",300,روحكم,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",150,بايدكم,Tunisia+Libya,50
662,yours,"la vôtre , le vôtre , les vôtres",لَ +كُنَّ,PRON,لكم,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,حقكن,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",150,بتاعكم,Egypt+Sudan,50
663,yourself,vous-même,نَفْس +كُنَّ,PRON,نفسكم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",300,روحكم,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",150,انتوما بايدكم,Tunisia+Libya,50
668,his,"le sien , la sienne , les siens , les siennes",لَ +هُ,PRON,اله,"Syria+Lebanon+Jordan+Palestine, Iraq",250,تبعه,Qatar+Saudi+Oman+Yemen,150,تاعه,Morocco+Algeria,50
674,hers,"le sien , la sienne , les siens , les siennes",لَ +ها,PRON,#+ها,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",300,مالها,Iraq,150,تاعها,Morocco+Algeria,50
680,theirs,"la leur , le leur , les leurs",لَ +هُما,PRON,لهم,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,مالهم,Qatar+Saudi+Oman+Yemen,150,تاعهم,Morocco+Algeria,50
681,themselves,eux-même,نَفْس +هُما,PRON,نفسهم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",300,روحهم,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",150,بايدهم,Tunisia+Libya,50
686,theirs,"la leur , le leur , les leurs",لَ +هُم,PRON,لهم,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,تبعهم,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,تاعهم,Morocco+Algeria,50
687,themselves,eux-même,نَفْس +هُم,PRON,نفسهم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",300,روحهم,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",150,ذاتهن,Syria+Lebanon+Jordan+Palestine,50
692,theirs,"la leur , le leur , les leurs",لَ +هُنَّ,PRON,لهم,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,حقهن,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",150,تاعهم,Morocco+Algeria,50
693,themselves,eux -même,نَفْس +هُنَّ,PRON,نفسهم,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",300,روحهم,"Morocco+Algeria, Qatar+Saudi+Oman+Yemen",150,بايدهم,Tunisia+Libya,50
694,this,"ce , cet , ceci",هٰذا,DET,هاذا,"Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",300,هاذ,Syria+Lebanon+Jordan+Palestine,150,دكها,Egypt+Sudan,50
695,this,"cette , celle -ci",هٰذِهِ,DET,هادي,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",300,هيدي,Syria+Lebanon+Jordan+Palestine,150,تيه,Qatar+Saudi+Oman+Yemen,50
696,these two,ces deux -là,هٰذانِ,DET,هذول,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",200,هدول,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,هادو بجوج,Morocco+Algeria,50
697,these two,ces deux -là,هاتانِ,DET,هذول,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",200,هدول,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,هادو بجوج,Morocco+Algeria,50
698,these,"ces , ceux -ci",هٰؤُلاءِ,DET,هذول,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",200,هدول,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,دوليك,Qatar+Saudi+Oman+Yemen,50
699,that,"cela , celui -là",ذٰلِكَ,DET,ذاك,"Iraq, Qatar+Saudi+Oman+Yemen",250,داك,"Qatar+Saudi+Oman+Yemen, Egypt+Sudan",150,دهون,Egypt+Sudan,50
701,those,"ceux , celles",أُولائِكَ,DET,دول,Egypt+Sudan,200,هذول,Qatar+Saudi+Oman+Yemen,150,ذيلاك,Qatar+Saudi+Oman+Yemen,50
703,what,que,ماذا,PRON,ايش,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",300,شني,Iraq,150,آش,Morocco+Algeria,50
704,what,que,ما,PRON,ما,Qatar+Saudi+Oman+Yemen,1200,شنيا,Tunisia+Libya,150,آش,Morocco+Algeria,50
709,there is not ...,il n' y a pas,لَيْسَ هُنالِكَ ، لَيْسَ ثَمَّةَ ، لَيْسَ هُناكَ,ADV,مافيهش,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",250,ما شي هناك,Qatar+Saudi+Oman+Yemen,100,فش,Syria+Lebanon+Jordan+Palestine,50
711,latest,dernier,أَحْدَث ، آخَر,ADJ,آخر,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1300,لخر,Tunisia+Libya,100,اخراني,Egypt+Sudan,50
714,black,noir,أَسْوَد,ADJ,اسود,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,اسمر,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,شوشان,Tunisia+Libya,50
715,shoot,tirer,أَطْلَق,VERB,اطلق,"Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",1250,طق,Iraq,150,جبد,Tunisia+Libya,50
720,son,fils,ٱِبْن,NOUN,ابن,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",300,جاهل,Qatar+Saudi+Oman+Yemen,150,ضنى,Egypt+Sudan,50
721,daughter,fille,ٱِبْنَة,NOUN,بنت,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,ابنة,Syria+Lebanon+Jordan+Palestine,150,ضنى,Egypt+Sudan,50
722,listen,écouter,ٱِسْتَمَع,VERB,سمع,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,اتسمع,Qatar+Saudi+Oman+Yemen,150,تنصت,Syria+Lebanon+Jordan+Palestine,50
724,procedure,procédure,إِجْراء,NOUN,اجراء,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Tunisia+Libya",1300,ترتيب,Qatar+Saudi+Oman+Yemen,150,بروسيجر,Morocco+Algeria,0
725,diarrhea,diarrhée,إِسْهال,NOUN,اسهال,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,ليونة,Egypt+Sudan,150,جريان كرش,Tunisia+Libya,50
726,signal,feu,إِشارَة,NOUN,اشارة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,لافتة,Syria+Lebanon+Jordan+Palestine,150,سيمافرو,Tunisia+Libya,50
728,tire,pneu,إِطار,NOUN,اطار,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",1250,كفر,Qatar+Saudi+Oman+Yemen,100,دولاب,Syria+Lebanon+Jordan+Palestine,50
729,cancellation,annulation,إِلْغاء,NOUN,الغاء,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,فسخ,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,تبطيل,Tunisia+Libya,50
731,flu,grippe,إِنْفلُوَنْزا,NOUN,انفلونزا,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,زكام,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",150,افلونزا,Iraq,0
734,telegram,télégramme,بَرْقِيَّة,NOUN,برقية,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,تلغراف,"Egypt+Sudan, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",150,تلجرام,Morocco+Algeria,50
735,simple,simple,بَسِيط,ADJ,بسيط,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,ايزي,Qatar+Saudi+Oman+Yemen,150,بصيط,Morocco+Algeria,50
740,ski,ski,تَزَلُّج,NOUN,تزلج,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",1250,اتزحلق,Tunisia+Libya,100,تزحلاق,Qatar+Saudi+Oman+Yemen,50
741,registration,enregistrement,تَسْجِيل,NOUN,تسجيل,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,ماركي,Morocco+Algeria,150,انتساب,Qatar+Saudi+Oman+Yemen,50
742,shopping,shopping,تَسَوُّق,NOUN,تسوق,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,شوبينغ,Syria+Lebanon+Jordan+Palestine,150,شوبين,Morocco+Algeria,50
744,cost,coûter,كَلَّف ، بَلَغَت تَكْلِفَة +هُ,PRON,كلف,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,تقام على,Morocco+Algeria,150,سقام,Morocco+Algeria,50
745,tv,télé,تِلْفِزيُون,NOUN,تلفزيون,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,تلفزة,"Morocco+Algeria, Tunisia+Libya",150,لاتيلي,Morocco+Algeria,0
746,ice,glace,ثَلْج,NOUN,ثلج,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,جليد,Syria+Lebanon+Jordan+Palestine,150,تلج,Morocco+Algeria,50
752,shrimp,crevette,جَمْبَرِيّ,NOUN,جمبري,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,روبيان,"Iraq, Qatar+Saudi+Oman+Yemen",150,قريدس,Syria+Lebanon+Jordan+Palestine,50
757,bellboy,chasseur,خادِم,NOUN,خادم,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen",1300,حمال,Qatar+Saudi+Oman+Yemen,150,حمال الشنط,Syria+Lebanon+Jordan+Palestine,50
760,serious,grave,خَطِير,ADJ,خطير,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1300,رهيب,Egypt+Sudan,150,دونجي,Morocco+Algeria,50
763,invite,inviter,دَعا,VERB,دعا,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",1250,استدعى,Tunisia+Libya,150,انفيتا,Morocco+Algeria,0
764,passenger,passager,راكِب,NOUN,راكب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,عبرية,Iraq,150,بساجي,Morocco+Algeria,0
765,bet,parier,راهَن,VERB,راهن,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,اتراهن,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",150,اتشارط,Qatar+Saudi+Oman+Yemen,0
767,lobby,hall,رَدْهَة,NOUN,ردهة,"Iraq, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",1100,بهو,"Morocco+Algeria, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",150,برندة,Egypt+Sudan,50
772,button,bouton,زِرّ,NOUN,زر,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",1300,حبة,Qatar+Saudi+Oman+Yemen,150,بطمة,Tunisia+Libya,50
774,travel,voyager,سافَر,VERB,سافر,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,اغترب,Qatar+Saudi+Oman+Yemen,150,اتسوح,Syria+Lebanon+Jordan+Palestine,50
775,theft,vol,سَرِقَة,NOUN,سرقة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,اختلاس,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,حوفة,Tunisia+Libya,50
776,happy,heureux,سَعِيد,ADJ,سعيد,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1300,فرحانة,Morocco+Algeria,150,متونس,Iraq,50
777,ship,bateau,سَفِينَة,NOUN,سفينة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,بابور,"Morocco+Algeria, Tunisia+Libya",150,لنجة,Qatar+Saudi+Oman+Yemen,50
782,slice,tranche,شَرِيحَة,NOUN,شريحة,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",1250,وصلة,Iraq,150,حز,Syria+Lebanon+Jordan+Palestine,50
785,famous,célèbre,شَهِير,ADJ,شهير,Qatar+Saudi+Oman+Yemen,1150,مصيت,Syria+Lebanon+Jordan+Palestine,100,متصيت,Egypt+Sudan,0
786,interesting,intéressant,شَيِّق,ADJ,شيق,Qatar+Saudi+Oman+Yemen,1150,رهيب,Egypt+Sudan,150,لافت لالنظر,Qatar+Saudi+Oman+Yemen,50
788,TRUE,vrai,صَحِيح,ADJ,صحيح,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,بالحق,Tunisia+Libya,150,بالصاح,Morocco+Algeria,50
791,sauce,sauce,صَلْصَة,NOUN,صلصة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,صاص,Iraq,150,صلصل,Qatar+Saudi+Oman+Yemen,50
795,tight,serré,ضَيِّق,ADJ,ضيق,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,مشدود,Qatar+Saudi+Oman+Yemen,150,حازق,Qatar+Saudi+Oman+Yemen,50
796,emergency,les urgences,ال+ طَوَارِئ,NOUN,الطوارئ,"Iraq, Tunisia+Libya, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",300,استعجالي,Tunisia+Libya,150,ارجنس,Morocco+Algeria,50
797,student,étudiant,طالِب,NOUN,طالب,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,اتيديون,Morocco+Algeria,100,تلميد,Morocco+Algeria,50
798,counter,comptoir,طاوِلَة,NOUN,طاولة,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",1250,طربيزة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",150,ترابيزة,Egypt+Sudan,50
803,regular,normal,عادِيّ,ADJ,عادي,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,منتظم,Qatar+Saudi+Oman+Yemen,150,روتيني,Syria+Lebanon+Jordan+Palestine,50
