ID,English,French,MSA,POS,Easy,Medium,Hard
693,themselves,eux -même,نَفْس +هُنَّ,PRON,انفسهم | انفسهن | نفسهم | نفسهن,حالهم | راسهم | روحهم | هم ذاتهم | هن ذاتهن,بايدهم | ذاتهن | روحهن | نيت | وحدهن
694,this,"ce , cet , ceci",هٰذا,DET,ده | هاد | هاذا | هذا,ذا | ذي | ه+ | هادا | هاذ | هذي | هيدا,دكها | دهو | دهون | ذيه
695,this,"cette , celle -ci",هٰذِهِ,DET,دي | هادي | هاذي,ديه | ذي | ه+ | هاذه | هاي | هذهي | هذي | هي | هيدي,تيه | دهي | دهين
696,these two,ces deux -là,هٰذانِ,DET,هذول,دول | ديل الاثنين | ه+ | هاذلا الاثنين | هاذولا الاثنين | هدول | هذولا | هذولا الاثنين | هذولي | هذيلا | هول | هولا الاثنين,اذمكا | اذوكا | اذومكا | دولا | دوليك | ذولي | ذيلا | ذيلن | هادو بجوج | هاذو | هاذوما | هذمكا | هذوكا | هذوليك | هذومكا | هذين
697,these two,ces deux -là,هاتانِ,DET,هذول,دول | ديل الاثنين | ه+ | هاد الجوج | هاذلا الثنتين | هاذولا الثنتين | هاذيلا | هدول | هدولا الثنتين | هذولا | هذولا الثنتين | هول | هولا الثنتين,اذمكا | اذوكا | اذومكا | دولا | دوليك | ذولي | ذيلا | ذيلن | هادو | هادو بجوج | هاذو | هاذوما | هذمكا | هذن | هذني | هذوكا | هذوليك | هذومكا | هذين
698,these,"ces , ceux -ci",هٰؤُلاءِ,DET,هذول | هذولا,دول | ديل | ه+ | هاذولا | هاذيلا | هدول | هذولي | هول | هولا,اذمكا | اذوكا | اذومكا | دولا | دوليك | ذولي | ذيلا | ذيلن | ذيلوه | هادو | هاذلا | هاذو | هذمكا | هذوكا | هذوليك | هذومكا | هذين
699,that,"cela , celui -là",ذٰلِكَ,DET,ذاك | هاذاك | هداك | هذاك,داك | ده | ديك | ذاكا | ذيك | ه+ | هادك | هاذك | هذاكا | هذك | هيداك,دهو | دهون
700,that,"cela , celle -là",تلْكَ,DET,هاذيك | هذاك | هذيك,دي | ديك | ديكا | ديه | ذيك | ه+ | هادك | هاذك | هاذي | هاي | هديك | هذك | هذيكا | هيداك,تيك | دهي | دهين | هاية
703,what,que,ماذا,PRON,اش | اشنو | ايش | ايه | ش+ | شنو | شو | واش | ويش,شني | شنيا | ما | وش | وشنو,آش | شنوا | شنوما | موه | وشوه
704,what,que,ما,PRON,اش | اشنو | ايش | ايه | ش+ | شنو | شو | واش | ويش,شنيا | وش,آش | شنوا | شنوما | موه | وشوه
709,there is not ...,il n' y a pas,لَيْسَ هُنالِكَ ، لَيْسَ ثَمَّةَ ، لَيْسَ هُناكَ,ADV,مافيه | مافيهش,ما شي هناك | ماشي | ماكو,فش | مفماش | مكاش | مكانش | مكاينش | مابهش
710,fare,tarif,أُجْرَة,NOUN,سعر,حساب | حق | رسوم | سوم | سومة | طريفة,طاريف | كروة | نول
714,black,noir,أَسْوَد,ADJ,اخضر,ازرق | اسمر | اكحل | كحل | نوار,شوشان
715,shoot,tirer,أَطْلَق,VERB,رمى | رمي | شات | ضرب | طخ,طق | كون,تيرا | ثور | جبد | حدف | خبط | زت | شاط | قوص | كب
717,declare,déclarer,أَعْلَن,VERB,اشهر | بين | صرح | قال,ديكلارا | ذاع,روج
719,mother,mère,أُمّ,NOUN,ماما | والدة,اميمة | مامة,اماه | ماين
720,son,fils,ٱِبْن,NOUN,عيل | ولد | وليد,جاهل | صغير | طفل | ود,ضنى
722,listen,écouter,ٱِسْتَمَع,VERB,سمع,اتسمع | اتصنت,تنصت
726,signal,feu,إِشارَة,NOUN,فو,اشارة مرور | علامة,ايعاز | سيمافرو | سينيال | ضو | لافتة
727,extra,supplémentaire,إِضافِيّ,ADJ,زايد | زيادة,احتياط,بزايد
728,tire,pneu,إِطار,NOUN,تاير | عجل | عجلة,بنو | كفر,استبني | دولاب | رودة | رويدة | كاوتش | لستك
733,exchange,échanger,بَدَّل,VERB,تبادل | حول | صرف | غير,فك,قايض
735,simple,simple,بَسِيط,ADJ,ساهل | سهل | عادي | هين,سامبل | هوين | يسير,ايزي | بديهي | بصيط
740,ski,ski,تَزَلُّج,NOUN,سكي,اتزحلق | تزحلق,تزحلاق | زحلقة
742,shopping,shopping,تَسَوُّق,NOUN,شرا,شوبينغ,اتبضع | تبضع | تقضية | تمهار | شوبين | شوبينق | قضيان
745,tv,télé,تِلْفِزيُون,NOUN,تي في,تلفزة,لاتيلي
749,timetable,horaire,جَدْوَل,NOUN,وقت,جدول مواعيد,ساعة
752,shrimp,crevette,جَمْبَرِيّ,NOUN,كروفات,ربيان | روبيان,شفرات | قريدس
753,quality,qualité,جَوْدَة,NOUN,كاليتي,نوعية,نوعية باهية
757,bellboy,chasseur,خادِم,NOUN,بل بوي | عامل,بص بوي | شغال | عامل الفندق | مراسل,حمال | حمال الشنط | نادل
758,free,libre,خالِي,ADJ,فارغ | فاضي,حر,خاوي
760,serious,grave,خَطِير,ADJ,جاد | جد | جدي | مهم,رهيب | سيريس | ضروري | واعر,جراف | دونجي | رزين | فادح
761,back,arrière,خَلْف,NOUN,ظهر | ورا | وراء,التالي | قفا | لا ورا,مؤخرة | مور
763,invite,inviter,دَعا,VERB,عزم,استدعى | استضاف | ضيف | عرض | نادى | نهم,انفيتا
767,lobby,hall,رَدْهَة,NOUN,لوبي | هول,بهو | صالة | فسحة | مدخل | وسعة,برندة | دهليز | شرفة | مجبب | موزع | وسعاية
770,sport,sport,رِياضَة,NOUN,سبور,لعب,لعبة
773,wife,femme,زَوْجَة,NOUN,حرم | مرا | مرات | مرة,حرمة | مادام,مكلف
776,happy,heureux,سَعِيد,ADJ,فارح | فرح | فرحان | مبسوط,سالي | فرحانة | مستانس | مسرور | مكيف,زاهي | متونس | مزهزه | مستكنتي | مستكوزي
777,ship,bateau,سَفِينَة,NOUN,باخرة | باتو | مركب,بابور,لنج | لنجة | يخت
781,movie theater,cinéma,سِينَما,NOUN,فلم,فيلم,سيما
782,slice,tranche,شَرِيحَة,NOUN,قطعة,ترانش | طرانش | طرف,حز | شطفة | شقفة | وصلة
784,certificate,certificat,شَهادَة,NOUN,دبلوم,سيرتيفيكا,اجازة | مؤهل
786,interesting,intéressant,شَيِّق,ADJ,حلو | مشوق | ممتع,انترستنج | جميل | خطير | رهيب | عجيب | لافت | مثير لالاهتمام | مهم,باهي | لافت لالنظر | محمس | مسلي | هايل
788,TRUE,vrai,صَحِيح,ADJ,حقيقي | صح | صدق,بالحق | حق | حقيقة | حقيقية | صج | صدقي | صدك | من جد,بالصاح | مزبوط | مضبوط | مظبوط
791,sauce,sauce,صَلْصَة,NOUN,سوس | صوص,ادام | رب | صاص | مرق | مرقة,صلصل
792,make,fabriquer,صَنَع,VERB,دار | عمل,جعل | خدم | ساوا | سوى | شكل | صلح | فعل,خلى | دعى | سبر | صاوب | صايب
794,fishing,pêche,صَيْد,NOUN,صيد سمك,بحر | مصيد,حداق
796,emergency,les urgences,ال+ طَوَارِئ,NOUN,الطوارئ | الطواري | طارئ | طوارئ,استعجالي | اسعاف | اضطراري | الاسعاف | ضروري | طواري | مستعجل,ارجنس | ارجونس | اورجونس
797,student,étudiant,طالِب,NOUN,تلميذ,اتيديون,تلميد
798,counter,comptoir,طاوِلَة,NOUN,كاونتر | كونتوار,طربيزة,ترابيزة | طابلة | مسطبة | ميز
803,regular,normal,عادِيّ,ADJ,اعتيادي | دوري | طبيعي,بسيط | منتظم | نظامي | نورمال,روتيني
805,suffer,souffrir,عانَى,VERB,اتعذب | تحمل | تعذب | توجع | قاسى,اتألم | اتوجع | تألم | سوفرا | شكى,اتغلب | اتكبد | تعدب
807,cart,chariot,عَرَبَة,NOUN,شاريو,جاري | عربانة | كروسة,عجلة | كارو
809,vacation,vacance,عُطْلَة,NOUN,اجازة,فاكونس,صلاعة | فسحة
810,sign,panneau,عَلامَة,NOUN,اشارة | شعار,بلاكة | رمز | لافتة | يافطة,بانو | لائحة | لايحة | لوحة | ملصق
813,girl,fille,فَتاة,NOUN,بت | بنت | طفلة,بنوتة | بنية,صبية
814,cup,tasse,فِنْجان,NOUN,فنجال | كباية | كوب,طاس | طاسة | كاس | كاسة,جلاص | قلص | كلاص
815,towel,serviette,فُوطَة,NOUN,بشكير,حولي | منديل | منشفة,خاولي | خلقة | خنانة | سربية | سرفيطة | منشف
817,meet,rencontrer,قابَل,VERB,اتلاقى | اجتمع | التقى | تلاقى | شاف | لاقى,حصل | واعد,صادف
819,story,histoire,قِصَّة,NOUN,حكاية,رواية | سالفة | موضوع,حدوتة | حزوية | سيرة | مسألة
821,spend,passer,قَضَى,VERB,صرف,تم | جلس | خلص | راح | روح | عدى | قعد | مر | مضى,بعزق | جوز | دوز | مقضي
826,pamphlet,brochure,كُتَيِّب,NOUN,منشور,بروشور,مطوية | ورقة
832,contact lens,lentille de contact,عَدَسَة لاصِقَة,NOUN,عدسات | عدسة,عدسات لاصقة | لونتي,كونتاكت | كونتاكت لنز | لنسس
834,game,jeu,لُعْبَة,NOUN,جيم,طرح | ماتش | مباراة,مبارة | مسابقة
836,amount,montant,مَبْلَغ,NOUN,كم | كمية | مقدار,قدر | قيمة,حسبة | سومة
838,"group , set",groupe,مَجْمُوعَة,NOUN,جروب | جماعة,ربع | شلة | فرقة | وفد,رباعة | فئة | فوج
840,toilet,toilette,مِرْحاض,NOUN,تواليت | حمام | دبليو سي,بيت الراحة | بيت الما | كبينة | كرسي الحمام | كنيف | مقعد,ادبخانة | بالوعة | خرخرة | خلاء | ششمة | مرافق | مستراح | مطهار | نقرة
841,pass,passer,مَرَّر,VERB,فوت,خطف | عدى | مد,ادى | باصى | جوز | دوز | عطى | مرق
842,track,voie,مَسار,NOUN,تراك | سير | طريق | ممر,اتجاه | اثر | درب | سبيل | سكة | مسلك,ثنية | حارة | مخطف
843,distance,distance,مَسافَة,NOUN,بعد,مشوار,ديسطونس
847,pump,pompe,مِضَخَّة,NOUN,بمب | بمبة | بومب | طرمبة,ماطور,بم | دينمة | منفاخ
853,spoon,cuillère,مِلْعَقَة,NOUN,معلقة,مغراف,خاشوقة | خاشوكة | قفشة | كشيك | مغرفة | مغيرفة | مقمشة
854,excellent,excellent,مُمْتاز,ADJ,جيد | كويس,توب | شي كبير | عظيم | كتير منيح | مميز | هايل,باهر | خارق العادة | لوكس
856,area,région,مِنْطَقَة,NOUN,محل | مكان,ميدان,بقعة | جهة | حتة | مساحة | ناحية
859,site,site,مَوْقِع,NOUN,محل | مكان,سيت,بقعة | بلاصة | جهة | منطقة | ناحية
860,corner,coin,ناصِيَة,NOUN,ركن | زاوية,ركنة | زوة | كورنر,تركينة | حاشية | قرنة | قمة | قنت
861,window,fenêtre,نافِذَة,NOUN,شباك,طاقة,دريشة | روشن | سرجم | شاقوص | شرجم
862,plant,plante,نَبات,NOUN,زرع,زرعة | زريعة | شتلة | عشب,خضرة | شجرة
864,woman,femme,إِمْرَأَة,NOUN,ست | مدام,حرمة | ولية,سيدة | مكلف
866,look,"regard , coup d' oeil",نَظْرَة,NOUN,طلة,شوفة,بصة | تبهيتة | تطليعة | خزرة | غزرة
867,clean,propre,نَظِيف,ADJ,طاهر | نقي,ماشي موسخ | مغسول | يلمع,نضيف
868,river,rivière,نَهْر,NOUN,واد,بحر,شط
869,quiet,tranquille,هادِئ,ADJ,ساكت | ساكن | سكوتي,ترونكيل | رايق | سكتة | مرتاح | مستكين,رزين | واطي
871,father,père,والِد,NOUN,اب | ابا | اباه | ابو | بابا | بو | بي,باباة | بين,باتي | باه
872,waist,taille,وَسَط,NOUN,خصر,تاي | نص,حقو | دورة كرش
873,sign,signer,وَقَّع,VERB,مضى,اعتمد | امضى | سينيا,اشر | صحح
874,matter,sujet,أَمْر,NOUN,حاجة | شي | موضوع,حكاية | شغلة | قضية | مسألة,سوجي | شأن | غرض | مشكلة
876,"mr. , sir",monsieur,سَيِّد,NOUN,استاذ | دكتور | سي,اخ | ست | شيخ | طيب | عم | عمي,عمو | فندم
877,"ms. , maam",madame,سَيِّدَة,NOUN,اخت | ست | مادام,ابلة | استاذة | ام | حرم | خالة,آنسة | دكتورة | للا
878,a little bit,un peu,ال+ قَلِيل,ADJ,شوي | شوية | شويه | قليل,القليل | حبتين ثلاث | طريف | قليلة | ماشي بزاف,جليل | حبة | طشة | كمية صغيرة | نتفة
879,too much,trop,كَثِيراً جِدّاً,NOUN,كثير,برشا | بزاف | زيادة قوي | شكثر | كتير | كثير شديد | كثير قوى | كثير كثير | مرة كثير | هلبة بكل | واجد | واجد بكل | واجد واجد | ياسر,اهواي | زيادة | شقد | هوايا
880,"many , a lot",beaucoup,كَثِيراً,ADJ,واجد,برشا | بزاف | كتير | كون | نود | ياسر,اهواي | خيرات | زياة | كمية كبيرة | ملان | هلبة | هوايا
881,"still , yet",encore,ما زال,VERB,بعد | بعده | لسا,عاده | لا زال | لسع | مازال,ضله | لالحين | لساته | لهسا | ليهسا
882,leave,laisser,تَرَك,VERB,خلا | خلى | ساب | سيب | طلع,اتخلى | حط | خرج | خلف | درب | راح | رحل | غادر | فارق | مشى | مشي | هجر | هد | ورث,اهمل | دشر | طنش | عاف | فلت
883,"take , last","falloir , prendre de temps , durer",ٱِسْتَغْرَق,VERB,اخذ | اخذا | خذ | خذا | قعد,اخذ وقت | استمر | تم | جلس | حكم | شد | ظل,بقى
884,charges,des frais,رُسُوم,NOUN,تكاليف | كلفة,اجور | تكلفة | لي فري | مصاريف,ثامان
888,time,fois,مَرَّة,NOUN,فد مرة,اكو مرة | مرة واحدة,خطرة | كرة
889,"may I ... ? , can I ... ?",puis -je ... ?,هَل يُمكِنُ +نِي أن ... ؟,PART ... ?,ممكن | نقدر,اذا سمحت | اقدر | باقدر | باقدر انه | بيصير | تسمح لي | عادي | فيني | فيّ | لو سمحت | معليش | ممكن اني | نجم | هو انا اقدر | هو ممكن اني | هو ينفع اني | واش ممكن,اسكه | اكدر | رجائا
890,"might , may",peut-être,قَدْ ، رُبَّما,ADV,احتمال | ممكن | يمكن,بالاك | بالك | بلكي | جايز | قد يكون | يجوز | يكون,بالكشي | بلكشي | تقريب
891,"already , for sure","vraiment , certainement",قَدْ ، فِعْلاً,NOUN,اصلا | اكيد | خلاص | مؤكد,اولريدي | بالحق | ديجا | سور | صج | طبعا | عن جد | من جد,بالصاح | عالاكيد
892,really,vraiment,حَقّاً,ADJ,بالحق | جد | صح | صحيح | صدق | فعلا | والله,اه | بالله | بجد | حقيقي | صج | عن جد | قلدك الله | معقولة | منك الصدق | من جد | من صدق,امانة | بالرسمي | مضبوط
894,be afraid,avoir peur,خَشِي,VERB,خاف | خايف | قلق,ارتعب | تخوف,اترعب | اتفزع | اتوهم | افتجع | انذعر | توهم | فزع
896,bound to,à destination de,مُتَّجِه إِلَى,ADP,راح ل+ | رايح | رايح ع+ | رايح على | رايح ل+,اتجه ل+ | رايح صوب | رايح لعند | ساير صلى | ماشي | ماشي ل+ | متجه | متوجه,ساير | قاصد
897,"return , come back","revenir , retourner",عاد,VERB,رجع | رجوع | رد | روح,جا,ولى
898,arrival,arrivée,وُصُول,NOUN,قدوم,اريفي | جا | جية | رجوع | روح,مجية
900,"completely , perfectly ,","parfaitement , complètement",تَماماً,NOUN,بالضبط | بالكامل | كله | كليا | نهائي,الكل | سوا سوا | كامل | كل ابوه | كلش | مرة,بالقدا | خارق العادة | كومبليتلي
905,right away,immédiatement,حالاً,NOUN,الحين | فورا,احين | بسرعة | تو | توا | توت سويت | دلوقتي | ذي الساعة | ذي اللحظة | رأسا | فاقرب وقت | قوام | هسا,الآن | بالعجل | بساعتي | توة توة | دابا | دحين | دلوق | دلوقت | ذالحين | ذالحينة | سقد | ضوركا | ضوك | ضوكة | طوالي | هلق
906,soon,bientôt,قَرِيباً,ADJ,بعد شوي | عن قريب,بعد شوية,جريب | عقة حصا
907,stay,"séjourner , descendre à",أَقام,VERB,بات | بقى | بقي | جلس | سكن | ظل | قعد | نزل,تم | عاش | فضل,استراح | استنى | تأخر | قنبر
910,severe,fort,شَدِيد,ADJ,حاد | قاسي | قوي,جامد | مرة | واعر,جاف | صعيب | قارص | قاسح | قصح
913,"catch , hold",attraper,أَمْسَك,VERB,شد,حكم | خطف | قبض | لحق | لزم | يود,زخ | زقم | شبح | قبط | كض | كفش
914,I caught a disease,J' ai attrappé une maladie,أََصابَ +نِي مَرَض,NOUN,جاني مرض | صابني مرض | مرضت,اجاني مرض | تعبت | صابني وجع | صادني مرض | صار بي مرض | عندي مرض,اتعديت | تمرضت | جاتني | ضربني | عييت
916,"largest , larger",plus grand,أَوْسَع,ADJ,اعرض | اكبر,اضخم | اعظم | واسع على,افسح
917,"suitable , appropriate , fit well","convenable , aller bien",مُناسِب,ADJ,زين | معقول,كويس | لايق | مقبول | منيح | يصلح | ينفع,باهي | مظبوط | ملائم | ملايم | مليق | يسبر | يوالم
918,well,bien,جَيِّداً,ADJ,حلو | كويس | مليح,تمام | زين | سليم | طيب | كلش زين | مزيان | ممتاز | منيح,بالقدا | باهر | باهي | برابر | مظبوط
919,again,encore,مَرَّة أُخْرَى,ADJ,ثاني | مرة ثانية,بعد مرة | غيرها | كمان | كمان مرة | مرة اللخر | مرة جديدة | مرة غيرها | مرة اللخ,اجين | كرة ثانية
920,more,plus,ال+ مَزِيِد,NOUN,اكثر | زيادة | زيد | كمان,ازود | ازيد | بعد | تاني,اخرى | بلوس
921,look,regarder,نَظَر,VERB,اتفرج | شاف,ابصر | اتطلع | بحلق | بص | تابع | تفرج | طالع | طل | عاين | لاحظ,باوع | بهت | خزر | شبح | شتاف | غزر | لد | وايق
922,shape,forme,شَكْل,NOUN,فورم | فورمة | هيئة,اسلوب | صورة | فرمة | كسم,صيغة | قالب
923,allow,permettre,سَمَح,VERB,اذن | خلى | خلي,ترك | ساب | سيب,دعى | رخص | رضى
924,go straight,aller tout droit,سار لِ+ ال+ أَمام,NOUN,مشى لقدام | مشي طوالي | مشي لقدام,خطي طوالي | راح دغري | راح ساني | راح سيدا | راح قدام | روح تو دروا | سار سيدة | سار قدام | سير نيشان | على طول | مشى دغري | مشى طوالي | مشى على طول | مشي دغري | مشي سيدا | مشي على طول,مشى ستريت
925,make,faire,جَعَل,VERB,دير | صنع | عمل,حط | خلى | دار | ساوا | ساوى | سوى | شكل | صلح | قد,دعى | ندع
930,wednesday,mercredi,ال+ أَرْبِعاء,NOUN,الاربع | الاربعا | الاربعاء,الربوع,الاربحا
939,june,juin,يُونِيُو,PROPN,جوان | شهر ستة,الشهر السادس | حزيران,يونيه
940,july,juillet,يُولِيُو,PROPN,جويلية | شهر سبعة,الشهر السابع | تموز,يوليه
941,august,août,أَغُسْطُس,PROPN,اوت,آب | الشهر الثامن | شهر ثمانة | شهر ثمانية,ثمانية | غشت
944,november,novembre,نُوفِمْبِر,PROPN,تشرين الثاني | شهر احدعش,شهر اهدعش | شهر هداعش | شهر هدعش,الهدعش
945,december,décembre,دِيسَمْبِر,PROPN,شهر اثنعش,شهر اثناعش | كانون الاول | كانون الثاني | كانون اول,الاثنعش
946,purchase,achat,شِراء,NOUN,مشترى,تسوق,تشري | مسواق
947,going,aller,ذَهاب,NOUN,روحة | مشي,الي | ريحة | مرواح | مشى | مشية,خرجة | خطية | روحان | سرحة | سيرة | طلعة | عدى | نزلة
948,getting,obtenir,حُصُول,NOUN,اخذ,انه جا له | انه يجيب | انه يدي | تتحصل | تجيب | جا | جاب | جيبة | فوز | كسب | لقاء | يلقى,تحصيل | تدبير | تدى | ماخذة
951,changing,changer,تَغْيِير,NOUN,تبديل,قلب,شونجمو
954,sending,envoyer,إِرْسال,NOUN,بعث,توجيه | تودية | توصيل,بعثان | توداية | دز | مسافطة | مسيفطة
955,of course,bien sûr,طَبْعاً,NOUN,اكيد | بيان سور,امال | مالا لا,بالتأكيد | بالطبيعة | معلوم
957,nice,gentil,لَطِيف,PROPN,حالي | حلو | ظريف | كويس,جميل | جونتي | جيد | حباب | حبوب | حليو | زين | ضريف | طيب | عسل | ما احلاه | مليح | منيح | ناعم,باهي | برابر | جنتيل | متخلق | متربي | هايل
958,same,le même,نَفْس,NOUN,زي | مثل,ذات | كما | كيف | كيف كيف,سع | سعما | لمام
959,later,plus tard,لاحِقاً,ADJ,بعدين,بعد | بعد شوية | بعدا | خلاف | عقب | من بعد,ابري | امبعد
960,suitcase,valise,حَقِيبَة سَفَر,NOUN,شنطة | شنطة سفر,حقيبة | شانطة | شنطاية,جنطة | فليجة | فليزة
962,sleep,dormir,نام,VERB,بات,انخمد | رقد | غفى | غفي | نعس,اتسدح | اندفس | انسدح | غمض | هجع
963,sleep,sommeil,نَوْم,NOUN,نعاس,رقاد | رقدة | قيلولة,مبيت
966,down,vers le bas,إِلَى ال+ أَسْفَل,ADJ,تحت,جوا | على تحت | لتحت | لا تحت | لا نازل | منزل,لوطى
967,anything,ne importe quoi,أَيّ شَيْء,NOUN,اي حاجة,اللي تحب | اللي يجي | اللي كان,حيالله
968,wrong,faux,خاطِئ,ADJ,غالط | غلط | غلطان,مش صحيح | مغلوط,مخطي
969,miss,mademoiselle,آنِسَة,NOUN,اخت | ست | مادموزيل | مادام | مدموازيل | مدموزيل,الاخت,ابلة | استاذة | دموازال | مزمزيل
970,park,se garer,رَكَن,VERB,باركا | برك | وقف,بركن | جاري | درس | صف | طبق | وكف,جرج | ستاسيونة
971,"select , pick",choisir,ٱِخْتار,VERB,خير | نقى,اخذ | عزل,حدد
975,"run out , end",se epuiser,نَفِد,VERB,خلاص | خلص,تم | عبر | كمل | ما ضل | ما قعدش,تسالا | تقاضا | زلج | سالا | قضى | وفى
976,end,terminer,ٱِنْتَهَى,VERB,ختم | خلاص | خلص | كمل,انهى | تم | عبر,افتك | زلج | سالا | قضى
977,bad,mauvais,سَيِّء,ADJ,زفت | فاسد | مو زين,احرف | بطال | خايب | ردي | رديء | شومة | كعب | ماشي مليح | مب زين | مش كويس | معفن | مو كويس | مو منيح | موب كويس | وحش,حص | خربان | خرى | دوني | عاطل | عفش | ماصت | محمم | مسخ | مشوم | مقرف
978,certainly,certainement,بِ+ ال+ تَأْكِيد,NOUN,اكيد | طبعا,بالتأكيد | حتما | سي سور | ضروري | فعلا,معلوم
979,together,ensemble,سَوِيّاً,ADJ,مع بعض | مع بعضنا,اجمعين | جماعة | جمعا | جمعة | كلنا | كيف كيف,رباعة | كاملين
980,carry,porter,حَمَل,VERB,تحمل | اتحمل | رفع | شال | هز,شمر | عتل | نقل,بز | رزح | رفد | شل | نتع
981,enough,suffire,كَفَى,VERB,بس | خلاص | خلص,سد | صافي,اكاهاو | بيكفي | بركة | يزي
982,take care,prendre soin de,ٱِعْتَنَى,VERB,انتبه | اهتم | خلى باله,اخذ باله | تابع | حاسب | حرص | حط باله | خذا باله | دار باله | دير بالك | راقب | رد باله | قابل | قام ب+ | يدير بال على,اتوصى | باصر | تلهى | تهلى | رابى | راعى | عانى
983,taxi stand,station de taxi,مَوْقِف أُجْرَة,NOUN,موقف | موقف تكسي,لاري تع تاكسيات | محطة التكسي | محطة التاكسي | محطة تكسي | موقف التكاسي | موقف تاكسي | موقف تكاسي,فرزة | جراج | محطة | محطة التكسيات
985,already,déjà,فِعْلاً,NOUN,اساسا | اصلا | خلاص | ديجا,اولريدي | عاد | قبل | قد | قيد | من اول | من قبل,سايي | مسبق
986,never,jamais,أَبَداً,NOUN,نهائي | نهائيا,اصله ما | اطلاقا | خالص | على الاطلاق | عمر | عمر+ه | كلش | مستحيل | ولا مرة,اطلاقآ | بالكل | بالمرة | جامي | لبر
987,pickpocket,pickpocket,نَشّال,NOUN,حرامي,سارق | سراق,بايق | شفار | لص
988,walk,marcher,مَشَى,VERB,تمشى,اتمشى | خطي | راح | سار | مر,ضوي | كزدر
989,let 's go,allons-y,هَيّا بِ +نا,PRON,هيا | يالله | يلا,ارح | ايا | ايا برة | خلا | روحنا | هايا | هيا نمشيوا | هيا بنا | يلا بنا,نمشيوا | هايا برة
991,welcome,bienvenu,مَرْحَباً ، أَهْلاً,NOUN,السلام عليكم | اهلا وسهلا,اهلين | تفضل | حياك الله | حياكم الله | حيا بك | حياك | مرحبا بك | يرحبوا بهم,اهلين وسهلين | حبابك | عالسلامة | مرحبتين
992,you are welcome,je vous en pris,عَفْواً,NOUN,العفو | مرحبا,احسنت | انت تؤمر بس | بلا مزية | رحم الله والديك | عيوني | فوق العين والراس | فوق عيني وراسي | من تية قبل تية | من عيوني | مية هلا | هلا | واياك | و+لا يهمك,اتدلل | حاضرين
993,here he is,voici,ها هُوَ,PRON,اهو | اهوه | هذا هو,اهو ده | هادا هو | هاذا هو | هاهو | هاوه | هنا هو | هووه | هيو | يا هو ده,اكاهو | كهنة | كو | ليكه | هذاهو | همليك | هوذه | هوليك
994,here she is,voici,ها هِيَ,PRON,اهي | هاهي,اهه | هادي هي | هاذي هي | هايوه | هدي | هذا هي | هذي هي | هنا هي | هيها | هيوه | يا ها دي,اكاهي | اهاندي | كهنة | كو | ليكا | هذاهي | هيذه | هيذي | هيليك
996,think,penser,ظَنّ,VERB,تصور | اعتقد | افتكر | حسب | فكر,اتصور | توقع | خمم | شاف | شك | عن باله,اشتبه | توهم | ضن | عباله
997,think,réfléchir,فَكَّر,VERB,شاف,حسب | خمم | ظن | نظر,ضن | مخخ | مخمخ
,,,,,#N/A,#N/A,#N/A
,,,,,#N/A,#N/A,#N/A
,,,,,#N/A,#N/A,#N/A